"";"L0_1";"L0_2";"A1_1";"A1_2";"C1";"Y1";"L1";"M2_1";"M2_2";"C2";"Y2"
"7961";0;1;0;1;0;0;82,5626513687745;1;0;0;1
"7962";0;1;0;1;0;0;64,5772791534994;0;1;0;0
"7963";0;1;1;0;0;0;42,3962249085307;1;0;0;0
"7964";1;1;0;0;0;1;NA;NA;NA;NA;NA
"7965";1;1;0;1;0;0;58,6070548696183;1;0;0;0
"7966";0;0;0;1;0;0;70,019544867702;1;0;0;0
"7967";1;1;1;0;0;0;58,3934210937622;1;0;0;0
"7968";0;1;0;1;0;0;92,3720440117914;1;0;0;1
"7969";0;0;0;0;0;0;63,9142851468457;1;0;0;0
"7970";1;0;1;0;0;0;52,7057406105605;0;1;0;1
"7971";0;1;0;0;0;0;55,6695632852292;1;0;0;0
"7972";1;1;1;0;0;0;33,0368786930227;0;1;0;1
"7973";1;1;0;1;0;0;53,5330903056752;1;0;0;0
"7974";1;1;0;0;0;0;52,7818829429421;1;0;0;0
"7975";0;0;0;1;0;0;51,9930748543905;0;1;0;0
"7976";0;1;0;0;0;0;56,9681375605209;0;1;0;0
"7977";1;1;0;0;0;0;57,6500908785041;0;1;0;0
"7978";1;0;0;1;0;1;NA;NA;NA;NA;NA
"7979";1;1;0;0;0;0;43,4904466322482;1;0;0;0
"7980";0;0;1;0;0;1;NA;NA;NA;NA;NA
"7981";0;1;0;1;0;0;61,9592721121123;1;0;0;1
"7982";0;1;0;0;0;0;30,1100395926538;1;0;0;0
"7983";0;0;0;0;0;0;61,0068378894854;1;0;0;0
"7984";1;1;1;0;0;0;59,9684390669798;1;0;0;0
"7985";1;1;0;1;0;0;74,810838468992;1;0;0;0
"7986";0;1;1;0;0;0;103,181552352434;1;0;0;0
"7987";0;1;0;1;0;1;NA;NA;NA;NA;NA
"7988";0;0;0;0;0;0;61,5272945009134;1;0;0;0
"7989";1;1;0;1;0;0;72,9963921122354;1;0;0;0
"7990";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"7991";1;1;0;0;0;0;66,4764371840111;1;0;1;NA
"7992";0;1;1;0;0;0;42,6294694112018;0;1;0;1
"7993";1;0;1;0;0;0;85,6732389590464;0;1;0;0
"7994";0;0;0;0;0;0;82,0548347841244;1;0;0;0
"7995";1;1;0;1;0;0;62,3226094019857;1;0;1;NA
"7996";0;1;0;1;0;1;NA;NA;NA;NA;NA
"7997";0;0;0;1;0;1;NA;NA;NA;NA;NA
"7998";1;1;1;0;0;1;NA;NA;NA;NA;NA
"7999";0;1;1;0;0;0;43,8495409410271;1;0;0;0
"8000";0;1;1;0;0;0;53,3820038442854;1;0;0;0
"8001";0;0;1;0;0;0;74,3993554818026;1;0;0;1
"8002";0;1;1;0;0;0;63,0083166046747;0;0;0;0
"8003";0;1;1;0;0;1;NA;NA;NA;NA;NA
"8004";1;0;1;0;0;1;NA;NA;NA;NA;NA
"8005";0;1;0;0;0;0;40,3171853021781;0;1;0;0
"8006";1;1;1;0;0;0;39,1206263927363;1;0;0;0
"8007";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8008";1;0;0;0;0;0;54,1821077204342;1;0;0;0
"8009";1;1;0;1;0;0;63,4305768085609;1;0;0;0
"8010";0;0;1;0;0;0;56,9260488565648;1;0;0;0
"8011";1;1;0;0;0;0;29,8908896095923;1;0;0;1
"8012";0;0;0;0;0;0;32,7350136976495;0;1;0;0
"8013";0;1;1;0;0;1;NA;NA;NA;NA;NA
"8014";0;0;0;0;0;0;58,3807281432006;1;0;1;NA
"8015";0;1;1;0;0;0;38,1654260278461;1;0;1;NA
"8016";0;1;0;1;0;0;71,158941616902;1;0;0;0
"8017";1;1;0;0;1;NA;NA;NA;NA;NA;NA
"8018";1;1;0;1;0;0;62,2951069878826;1;0;0;1
"8019";0;1;0;1;0;0;47,9421742022883;1;0;0;0
"8020";0;0;0;1;0;0;45,9676926075249;1;0;0;0
"8021";1;1;1;0;0;1;NA;NA;NA;NA;NA
"8022";0;1;1;0;0;0;44,1877668452149;0;1;0;0
"8023";1;0;0;0;0;0;54,5908120953078;1;0;0;0
"8024";1;0;1;0;0;0;35,4044541338526;0;1;0;0
"8025";1;1;0;0;0;0;59,3823907233456;1;0;0;0
"8026";0;0;0;0;0;1;NA;NA;NA;NA;NA
"8027";0;1;1;0;1;NA;NA;NA;NA;NA;NA
"8028";0;0;0;1;0;0;48,1279406610794;1;0;0;0
"8029";0;0;0;1;0;0;78,7550227920646;1;0;0;0
"8030";0;1;1;0;0;0;28,0637194122337;1;0;0;0
"8031";1;1;0;0;0;0;73,6312796452973;1;0;0;0
"8032";1;1;0;1;0;0;51,6339344944101;1;0;0;0
"8033";0;0;0;0;0;1;NA;NA;NA;NA;NA
"8034";0;1;0;1;0;0;41,9930935004322;1;0;0;0
"8035";0;1;0;1;0;0;48,4308290915589;1;0;0;0
"8036";1;1;0;0;0;0;67,7367705253655;1;0;0;1
"8037";0;1;0;0;0;0;38,292354814984;1;0;0;0
"8038";0;1;0;1;0;0;70,0538464077462;1;0;0;0
"8039";0;0;0;0;0;0;43,5766309289612;1;0;0;0
"8040";0;1;0;1;0;0;63,2691971565355;1;0;0;1
"8041";0;1;0;0;0;0;55,6434718702492;1;0;0;0
"8042";0;1;0;0;0;0;83,681082181225;1;0;0;1
"8043";0;1;0;1;0;0;49,5136069020655;1;0;0;0
"8044";0;1;0;0;0;1;NA;NA;NA;NA;NA
"8045";0;0;1;0;0;0;62,6308264897284;1;0;0;0
"8046";0;0;0;1;0;0;54,074931025356;1;0;0;0
"8047";1;0;0;0;0;0;51,7770176517604;0;0;0;0
"8048";1;1;0;0;0;0;42,2915634569426;1;0;0;0
"8049";1;1;0;0;0;0;76,3752359074141;1;0;1;NA
"8050";0;0;0;0;0;0;43,1565111378794;1;0;1;NA
"8051";1;1;0;1;0;0;78,6183848847538;1;0;0;1
"8052";0;0;0;0;0;0;22,324579728159;1;0;0;0
"8053";0;1;1;0;0;0;57,629036608689;1;0;0;0
"8054";0;1;0;1;0;0;58,3110692018679;0;1;0;0
"8055";0;0;0;0;0;0;62,7573640546801;1;0;0;0
"8056";0;0;0;0;0;0;55,4175619530325;0;0;0;0
"8057";0;0;1;0;0;0;58,2463217354981;1;0;0;1
"8058";1;1;1;0;0;0;39,9435465595805;1;0;0;1
"8059";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8060";0;1;1;0;0;1;NA;NA;NA;NA;NA
"8061";0;0;0;1;0;0;64,4167042171859;0;1;0;0
"8062";0;0;0;1;0;0;79,2560182484873;1;0;0;0
"8063";1;1;0;0;0;0;51,5174422666502;0;1;0;1
"8064";1;1;1;0;0;0;58,1483212644928;1;0;0;0
"8065";0;1;0;0;0;0;45,6283508565992;1;0;0;0
"8066";0;1;0;0;0;0;40,7175399596943;0;0;0;0
"8067";1;1;0;1;0;0;65,8404643696696;1;0;1;NA
"8068";0;1;0;1;0;0;45,8414772409697;1;0;0;1
"8069";1;1;0;1;0;0;54,6897001264738;0;1;0;1
"8070";1;0;0;0;0;0;77,7894112091641;0;1;0;0
"8071";0;1;0;1;0;0;44,1051370582345;1;0;0;0
"8072";0;1;0;0;0;0;48,4317048927174;1;0;0;0
"8073";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"8074";0;0;0;0;0;0;66,1788599724843;1;0;0;0
"8075";0;1;1;0;0;0;47,7716771901519;1;0;0;0
"8076";1;0;0;0;0;1;NA;NA;NA;NA;NA
"8077";0;1;0;1;0;0;62,84030937905;1;0;0;1
"8078";1;1;0;1;0;0;69,711818244223;1;0;0;0
"8079";0;1;0;0;0;0;50,1945128142131;0;1;0;1
"8080";1;0;1;0;0;0;17,9701908634358;0;1;0;0
"8081";1;1;0;1;0;0;78,9885312205267;1;0;0;0
"8082";0;1;0;0;0;1;NA;NA;NA;NA;NA
"8083";1;1;0;0;0;0;59,7077148456398;1;0;0;1
"8084";1;1;0;1;0;0;64,1003752938412;1;0;1;NA
"8085";0;1;0;1;0;0;49,7455462360315;1;0;1;NA
"8086";0;1;0;0;1;NA;NA;NA;NA;NA;NA
"8087";0;1;0;1;0;0;81,2264342665807;1;0;0;1
"8088";1;0;0;0;0;0;66,0804634153226;1;0;0;0
"8089";1;1;0;1;0;0;56,2746631167639;1;0;0;1
"8090";1;0;1;0;0;0;49,3877255109481;0;1;0;0
"8091";0;0;1;0;0;0;46,819244264367;0;1;0;0
"8092";1;1;0;0;0;0;55,9439789235692;1;0;0;0
"8093";0;1;1;0;0;1;NA;NA;NA;NA;NA
"8094";0;0;0;1;0;0;38,060618263077;0;1;0;0
"8095";0;0;0;0;0;0;43,9902512963236;1;0;0;1
"8096";0;1;0;1;0;0;70,5188502574699;1;0;0;0
"8097";0;1;1;0;0;0;64,9486135465642;1;0;0;0
"8098";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"8099";1;0;0;0;0;0;64,0194789936358;0;1;0;0
"8100";0;1;0;0;0;0;36,8211518618488;1;0;1;NA
"8101";1;1;1;0;0;0;57,1123527927387;0;1;0;0
"8102";1;1;1;0;0;0;66,8110895146929;1;0;0;1
"8103";1;0;0;0;0;0;57,854962857015;1;0;0;0
"8104";0;0;0;1;0;0;83,3347697921949;1;0;0;0
"8105";1;0;0;1;0;0;69,183419101285;1;0;0;0
"8106";0;0;0;0;0;0;60,2736768709509;1;0;0;0
"8107";1;1;0;1;0;0;75,2191062096504;0;1;0;0
"8108";1;1;1;0;0;1;NA;NA;NA;NA;NA
"8109";0;0;0;0;0;0;58,8647219455621;1;0;0;0
"8110";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8111";0;0;0;1;0;0;69,476066589625;1;0;0;0
"8112";0;1;0;0;0;0;26,5266681460399;1;0;0;0
"8113";0;1;0;0;0;0;51,3405084124917;1;0;0;0
"8114";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8115";1;0;0;0;0;0;54,6593840545627;1;0;0;0
"8116";0;1;0;0;0;0;44,6511282422265;1;0;0;0
"8117";1;1;1;0;0;0;59,4539104700567;1;0;0;1
"8118";0;0;0;1;0;1;NA;NA;NA;NA;NA
"8119";0;0;0;1;0;0;70,5099747320432;1;0;0;0
"8120";1;1;0;0;0;0;59,0707031214885;1;0;1;NA
"8121";1;0;0;0;0;0;78,3333283525504;1;0;0;1
"8122";0;0;0;0;0;0;31,9840901989516;1;0;0;0
"8123";0;1;0;1;0;0;46,8744708113472;1;0;0;1
"8124";1;0;0;1;1;NA;NA;NA;NA;NA;NA
"8125";1;1;1;0;0;0;61,1696193002704;1;0;1;NA
"8126";0;1;0;0;0;0;40,4839754857544;0;1;0;0
"8127";1;0;0;0;0;0;46,5466218220662;1;0;0;0
"8128";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8129";0;1;0;1;0;0;32,9963608046665;1;0;0;1
"8130";0;1;1;0;0;0;69,1619990789365;1;0;0;0
"8131";1;1;0;1;0;0;84,45735897341;1;0;0;0
"8132";0;1;1;0;0;0;40,170182598169;1;0;0;0
"8133";0;0;0;0;0;0;39,3010720704588;1;0;0;0
"8134";0;1;0;1;0;0;75,2116578724264;1;0;0;0
"8135";1;1;0;1;0;0;85,0298563652009;0;1;0;1
"8136";0;1;1;0;0;0;44,455325045456;1;0;0;0
"8137";0;0;1;0;0;0;51,3227180676113;1;0;0;0
"8138";0;1;1;0;0;0;22,8388889455418;1;0;0;0
"8139";1;1;0;0;0;0;69,1007358290765;1;0;0;0
"8140";0;1;1;0;0;0;87,2729449339486;1;0;1;NA
"8141";1;0;0;0;1;NA;NA;NA;NA;NA;NA
"8142";0;0;0;1;0;1;NA;NA;NA;NA;NA
"8143";0;1;1;0;0;0;62,7521243835423;1;0;0;0
"8144";0;0;0;1;0;0;60,3331346534429;1;0;0;1
"8145";0;1;0;1;0;0;65,9068248910393;0;1;0;0
"8146";1;1;1;0;0;0;11,6523032710311;1;0;0;0
"8147";1;1;0;1;0;0;52,8847863722649;1;0;0;0
"8148";1;1;0;1;0;0;76,4362672478965;1;0;0;0
"8149";0;1;0;0;0;0;30,466706524303;0;1;0;0
"8150";1;1;0;0;0;0;54,3591784933688;1;0;0;1
"8151";0;1;0;1;0;0;64,6479514284555;1;0;0;0
"8152";1;1;0;1;0;0;67,2261401968493;0;1;0;1
"8153";1;1;0;1;0;0;61,6695427817592;1;0;0;1
"8154";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8155";0;1;0;1;0;0;38,7629907012831;1;0;0;0
"8156";0;1;0;1;0;0;45,8079674284422;1;0;0;0
"8157";0;1;1;0;0;0;58,6516928574183;1;0;0;1
"8158";1;0;0;0;0;0;47,2807655745428;1;0;0;0
"8159";1;0;0;1;0;0;61,0203208167326;1;0;0;0
"8160";0;1;1;0;0;0;75,5894670507242;1;0;0;0
"8161";0;0;0;1;0;0;57,6774907954827;0;1;0;0
"8162";0;1;1;0;0;0;39,2608846214869;1;0;0;0
"8163";1;1;0;1;0;0;64,4620319108239;1;0;1;NA
"8164";0;0;0;0;0;0;17,3121148581627;0;1;0;0
"8165";1;0;0;0;0;0;47,2579023064539;1;0;0;1
"8166";1;1;1;0;0;0;45,1397945507796;0;1;0;1
"8167";1;0;1;0;0;0;48,9223273083786;0;1;0;0
"8168";0;0;1;0;1;NA;NA;NA;NA;NA;NA
"8169";0;1;0;1;0;0;55,3933090533335;0;1;0;1
"8170";0;0;0;1;0;0;31,9997649624315;1;0;0;1
"8171";1;1;1;0;0;0;59,0616246086929;1;0;0;0
"8172";1;0;0;0;0;0;56,7181740211338;1;0;0;0
"8173";1;1;1;0;0;0;58,9706638867931;1;0;0;1
"8174";1;1;0;1;0;0;63,9537646393497;1;0;0;0
"8175";1;1;0;0;0;0;68,6694751851014;1;0;0;0
"8176";0;0;0;0;0;0;64,2347744582136;1;0;0;0
"8177";1;1;0;1;0;0;69,7982286694368;1;0;0;0
"8178";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8179";0;1;0;1;0;0;49,6579828151309;1;0;0;1
"8180";0;0;0;1;0;0;30,0680500367722;1;0;0;0
"8181";1;0;0;1;0;0;46,7622711244668;1;0;0;0
"8182";0;0;0;0;0;0;27,8082503916043;1;0;0;0
"8183";0;1;0;0;0;0;64,0050110086036;1;0;0;1
"8184";0;1;0;1;0;0;72,2421114190909;1;0;0;0
"8185";1;1;0;1;0;0;59,3922872536578;0;1;1;NA
"8186";0;1;0;0;0;0;37,5037602397707;1;0;0;0
"8187";1;1;0;1;0;0;85,0427913226682;0;1;0;1
"8188";0;0;0;0;0;0;52,6918205798759;1;0;1;NA
"8189";0;0;0;0;0;0;22,9932069896713;1;0;0;1
"8190";1;0;0;1;0;0;52,6406687285821;1;0;0;0
"8191";0;1;1;0;0;1;NA;NA;NA;NA;NA
"8192";0;0;1;0;0;1;NA;NA;NA;NA;NA
"8193";0;1;1;0;0;0;63,3817046594047;1;0;0;0
"8194";1;0;1;0;0;0;72,3468076271624;1;0;0;0
"8195";0;1;0;0;0;0;65,8213029381859;1;0;1;NA
"8196";0;1;0;1;0;0;77,0041297124087;1;0;0;0
"8197";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"8198";1;1;0;1;0;0;51,1276145431595;0;1;0;0
"8199";1;1;0;1;0;0;92,3636745999678;0;1;0;1
"8200";0;1;1;0;0;1;NA;NA;NA;NA;NA
"8201";1;0;1;0;0;0;58,8833578036362;1;0;0;0
"8202";1;0;0;0;0;0;48,0201342727075;0;1;0;0
"8203";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8204";0;1;0;1;0;0;60,8847653036476;1;0;0;0
"8205";0;1;0;0;0;0;45,0470457214929;1;0;0;0
"8206";0;0;0;1;0;0;44,8606486333823;1;0;0;0
"8207";0;1;0;0;0;0;59,2913324056044;1;0;0;0
"8208";1;0;0;1;0;0;62,0744972479371;1;0;0;0
"8209";0;1;0;1;0;0;70,7964187634292;1;0;0;0
"8210";0;1;1;0;0;1;NA;NA;NA;NA;NA
"8211";0;1;1;0;0;0;42,4713861212229;1;0;0;0
"8212";1;1;0;1;0;0;90,6281305298213;0;1;1;NA
"8213";0;1;0;1;0;0;57,8624339798722;1;0;0;0
"8214";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8215";1;0;0;0;1;NA;NA;NA;NA;NA;NA
"8216";0;1;0;0;0;0;45,9488734597983;0;1;0;0
"8217";1;0;0;0;0;0;75,7572465714236;1;0;0;0
"8218";1;1;0;1;0;0;44,7609830975906;0;1;0;1
"8219";1;0;0;1;0;0;70,2139349543236;0;1;0;0
"8220";0;0;0;0;0;0;41,0985658171813;1;0;0;0
"8221";0;1;0;0;0;0;46,0811158465986;0;0;0;0
"8222";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8223";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8224";0;0;0;0;0;0;62,7408965737178;1;0;0;0
"8225";1;1;0;1;0;0;64,9600297920925;0;1;0;0
"8226";1;1;1;0;0;1;NA;NA;NA;NA;NA
"8227";0;1;0;1;0;0;88,5595452328174;1;0;1;NA
"8228";0;1;0;0;0;0;36,6756263056804;0;1;0;0
"8229";1;0;0;0;0;0;43,5899413347867;1;0;0;0
"8230";1;0;0;0;0;0;77,725363666686;0;1;0;0
"8231";1;0;0;1;0;0;70,3593149367406;1;0;0;0
"8232";1;0;0;1;0;0;59,1722355973302;1;0;0;0
"8233";0;1;0;1;0;0;70,0255959325206;1;0;0;1
"8234";0;1;0;1;0;0;63,6878371690891;1;0;0;0
"8235";1;1;0;1;0;0;73,6191424083513;1;0;0;1
"8236";0;0;0;1;0;0;59,856896240581;1;0;0;0
"8237";0;1;1;0;0;1;NA;NA;NA;NA;NA
"8238";0;1;0;1;0;0;66,1034177589636;1;0;0;0
"8239";1;1;1;0;0;0;61,0440163605972;1;0;0;0
"8240";1;0;1;0;0;1;NA;NA;NA;NA;NA
"8241";1;1;0;0;0;0;51,6003447306878;0;0;0;0
"8242";1;0;0;0;0;1;NA;NA;NA;NA;NA
"8243";1;0;0;1;0;1;NA;NA;NA;NA;NA
"8244";0;0;0;0;0;0;20,6923373604645;1;0;0;0
"8245";1;1;0;0;0;0;80,3163972284929;1;0;0;0
"8246";0;0;0;1;0;0;56,8021885675379;1;0;0;0
"8247";1;1;0;1;0;0;35,8703628432;1;0;0;1
"8248";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8249";1;1;1;0;0;0;36,7909820911988;1;0;0;0
"8250";1;0;0;1;0;0;64,636873568571;1;0;0;0
"8251";0;0;1;0;0;0;52,6123113337787;0;1;0;0
"8252";0;0;0;0;0;0;48,1302575731366;0;1;0;0
"8253";0;1;1;0;0;0;50,2180987234157;1;0;0;0
"8254";1;1;0;0;0;0;39,7098211293872;1;0;1;NA
"8255";0;1;1;0;1;NA;NA;NA;NA;NA;NA
"8256";0;0;1;0;0;0;57,7046478308841;1;0;0;1
"8257";0;0;0;0;0;0;37,3223776801916;1;0;0;0
"8258";1;0;1;0;0;0;37,8920403706455;0;1;0;1
"8259";1;1;0;1;0;0;100,352686203229;0;1;1;NA
"8260";0;1;0;1;0;0;45,2441211398443;1;0;0;0
"8261";0;1;0;0;0;0;27,9044719387179;1;0;0;0
"8262";0;0;0;0;0;0;38,8976455267348;0;1;0;0
"8263";1;1;0;1;0;0;57,0938197033036;1;0;0;0
"8264";0;1;0;1;0;0;52,9284286935663;0;1;0;1
"8265";0;0;0;1;0;0;70,0262741825027;1;0;1;NA
"8266";1;1;0;0;0;1;NA;NA;NA;NA;NA
"8267";0;1;0;1;0;0;59,9820027839088;0;1;0;0
"8268";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"8269";1;1;0;0;0;1;NA;NA;NA;NA;NA
"8270";0;0;0;1;0;0;48,6191194477757;1;0;0;0
"8271";1;1;1;0;0;0;37,7410006907124;1;0;0;0
"8272";1;1;0;0;0;0;59,3115902957239;1;0;0;0
"8273";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8274";1;0;0;0;0;0;46,4164333501778;1;0;0;1
"8275";1;1;0;1;0;0;65,0353614203236;1;0;0;0
"8276";0;1;1;0;0;0;66,2601788923811;1;0;0;1
"8277";0;0;0;0;0;0;53,4989283750258;1;0;0;1
"8278";0;1;0;0;0;0;27,5663919644386;1;0;0;0
"8279";0;0;0;1;0;0;61,4329197602763;1;0;0;0
"8280";0;0;0;1;0;0;77,9610896600456;1;0;0;0
"8281";1;1;0;1;0;0;68,6459499343359;1;0;0;0
"8282";0;1;1;0;0;0;39,0538450635718;1;0;0;0
"8283";1;1;0;1;0;0;62,3672963927673;0;1;1;NA
"8284";0;0;0;1;0;0;45,7957108402265;1;0;0;1
"8285";1;1;1;0;0;0;95,0716288129124;0;1;1;NA
"8286";0;1;1;0;0;0;62,640688670448;0;1;0;0
"8287";1;1;1;0;0;0;64,6793306121907;1;0;0;1
"8288";1;1;0;0;0;0;27,7015492762052;1;0;0;0
"8289";0;1;0;0;0;0;75,7906592933694;1;0;0;0
"8290";1;0;1;0;0;0;67,9918092666913;1;0;0;0
"8291";0;0;0;0;0;0;35,6262189776297;0;1;1;NA
"8292";0;1;0;1;0;0;31,5201309131051;1;0;0;0
"8293";0;1;0;0;0;0;62,8997777391719;1;0;0;1
"8294";0;1;0;1;0;0;66,5888583496357;1;0;0;1
"8295";0;1;0;0;0;0;70,2178712206763;1;0;0;0
"8296";0;1;1;0;0;0;56,8636967243331;1;0;0;1
"8297";0;0;0;1;0;0;49,1179721830067;0;0;0;1
"8298";0;0;0;1;0;0;55,1815607501584;0;1;0;0
"8299";0;0;0;1;0;0;55,9356631672533;1;0;0;1
"8300";1;1;0;1;0;0;39,1831605807985;0;0;0;0
"8301";1;1;0;0;0;0;59,5687328533366;1;0;0;0
"8302";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8303";0;0;0;0;0;0;61,7246128500972;0;1;1;NA
"8304";0;1;0;1;0;0;54,8580732519381;0;1;0;1
"8305";0;0;0;0;0;0;94,1493883758245;1;0;0;0
"8306";0;1;0;0;0;0;54,4799295743863;1;0;0;0
"8307";1;1;0;0;0;0;56,0328726095451;1;0;1;NA
"8308";0;1;0;1;0;0;76,0722498431429;1;0;0;0
"8309";1;1;0;0;0;0;77,5531811815403;0;1;0;0
"8310";0;1;0;1;0;0;59,6686485741306;1;0;0;0
"8311";0;1;0;1;0;0;53,4798410458557;1;0;0;0
"8312";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8313";1;1;0;1;0;0;88,9254953077546;1;0;0;1
"8314";0;0;0;0;0;0;66,1759800957132;1;0;0;0
"8315";0;0;0;0;0;0;55,6752773590674;1;0;0;0
"8316";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8317";1;1;0;1;0;0;54,0023083591664;1;0;1;NA
"8318";0;1;1;0;0;0;62,3464441003198;1;0;0;0
"8319";1;1;0;0;0;0;23,9402677252327;1;0;0;1
"8320";1;1;0;1;0;0;54,7540524438098;1;0;0;0
"8321";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"8322";0;0;0;1;0;0;77,3644595482068;1;0;0;0
"8323";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8324";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8325";1;0;1;0;0;0;67,435779655667;1;0;0;0
"8326";0;0;1;0;0;0;14,8435440337009;1;0;0;0
"8327";0;1;0;0;0;0;47,5941284657512;0;1;0;1
"8328";1;0;1;0;0;0;38,2440512744608;1;0;0;0
"8329";1;1;0;1;0;0;54,6344682008374;1;0;1;NA
"8330";0;0;0;0;0;0;42,7244765400926;0;1;0;0
"8331";1;1;0;1;0;0;69,4970092524056;1;0;0;0
"8332";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8333";0;0;0;1;0;1;NA;NA;NA;NA;NA
"8334";1;1;0;0;0;0;74,0610833036413;1;0;0;0
"8335";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"8336";0;1;0;1;0;0;53,8198228681373;0;1;0;1
"8337";0;0;1;0;0;0;62,0523810199253;0;1;0;0
"8338";1;1;0;0;0;0;56,760650612618;1;0;0;1
"8339";0;1;0;1;0;0;68,8562816402297;0;1;0;0
"8340";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8341";1;0;1;0;0;0;46,7775122961898;1;0;0;0
"8342";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"8343";0;1;1;0;1;NA;NA;NA;NA;NA;NA
"8344";1;1;0;0;0;0;64,2187309750956;1;0;1;NA
"8345";1;0;1;0;0;0;67,3371786675225;0;1;0;0
"8346";1;1;1;0;0;0;75,181526751894;1;0;0;0
"8347";0;1;0;0;0;0;45,4682448926249;1;0;0;0
"8348";1;1;0;1;0;0;55,4453364739642;1;0;0;0
"8349";0;0;0;0;1;NA;NA;NA;NA;NA;NA
"8350";1;1;0;0;0;0;45,1798731271128;1;0;0;1
"8351";0;1;0;0;0;0;23,2108782778008;1;0;0;0
"8352";0;0;0;0;0;0;34,6678563936273;1;0;0;0
"8353";0;0;0;1;0;0;78,2384078946403;0;1;0;0
"8354";0;1;0;0;0;0;54,9324992988774;0;1;0;0
"8355";1;0;0;1;0;0;54,0089383239744;1;0;0;1
"8356";1;1;0;1;0;0;50,4128038823444;1;0;0;0
"8357";0;1;1;0;0;0;57,5137896320736;1;0;0;1
"8358";1;1;0;1;0;0;72,8191641654008;1;0;0;1
"8359";1;1;0;0;0;0;54,7662985038197;1;0;1;NA
"8360";1;1;1;0;0;0;58,5344840197;1;0;0;0
"8361";1;0;1;0;0;0;82,2098586030273;0;1;0;0
"8362";0;0;0;1;0;0;68,8011339374296;1;0;0;0
"8363";1;1;0;0;0;0;46,4315572684801;1;0;0;0
"8364";1;1;0;1;0;0;57,8975573076693;1;0;0;0
"8365";1;1;0;0;0;0;63,4750629624232;0;1;0;0
"8366";1;0;1;0;0;0;51,8396539766203;1;0;0;0
"8367";0;1;0;1;0;0;50,387357086596;0;1;0;0
"8368";0;1;0;0;0;0;39,0873433517098;1;0;0;1
"8369";1;1;0;0;1;NA;NA;NA;NA;NA;NA
"8370";1;0;0;0;0;0;43,8021031158178;0;0;0;1
"8371";0;0;1;0;1;NA;NA;NA;NA;NA;NA
"8372";1;1;0;1;0;0;82,7395676423204;1;0;0;0
"8373";1;1;0;0;0;0;31,8261598764965;0;0;0;0
"8374";1;1;1;0;0;0;48,6270534597056;1;0;0;0
"8375";0;1;1;0;0;0;53,9367326746487;1;0;1;NA
"8376";0;1;0;1;0;0;52,3722272671257;1;0;0;0
"8377";0;0;0;1;0;0;18,7184014715683;1;0;0;0
"8378";1;0;0;1;0;0;68,6189130661849;1;0;0;0
"8379";1;0;0;1;0;0;62,8196982215866;0;1;0;0
"8380";0;1;0;1;0;0;47,9587432569583;1;0;0;1
"8381";1;1;0;1;0;1;NA;NA;NA;NA;NA
"8382";0;1;0;1;0;0;65,8360308126347;1;0;0;1
"8383";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"8384";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"8385";0;0;0;1;0;0;64,5613099038905;1;0;0;0
"8386";0;1;0;0;0;1;NA;NA;NA;NA;NA
"8387";0;1;0;1;0;0;78,0985820473702;1;0;0;1
"8388";1;1;1;0;0;1;NA;NA;NA;NA;NA
"8389";0;0;0;0;0;0;38,139248181782;1;0;0;0
"8390";1;0;0;0;0;0;39,0532452655452;1;0;1;NA
"8391";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8392";0;1;0;0;0;0;36,6154599249943;0;1;0;0
"8393";0;1;1;0;0;0;59,7540781959868;1;0;0;1
"8394";0;1;0;1;0;1;NA;NA;NA;NA;NA
"8395";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"8396";0;1;0;1;0;0;50,0820628933656;0;1;0;1
"8397";0;0;0;0;0;0;51,5756533244126;1;0;0;0
